SEQN
21009
21010
21012
21015
21019
21020
21033
21039
21050
21051
21054
21055
21058
21059
21061
21065
21066
21068
21069
21080
21083
21084
21090
21099
21104
21112
21118
21120
21124
21132
21136
21143
21149
21156
21158
21159
21165
21167
21172
21181
21183
21204
21209
21216
21228
21252
21257
21275
21276
21277
21281
21292
21298
21300
21304
21305
21306
21307
21309
21311
21317
21326
21344
21345
21359
21371
21376
21382
21386
21391
21393
21395
21396
21407
21412
21419
21433
21442
21455
21456
21457
21460
21500
21501
21502
21504
21510
21518
21528
21537
21541
21542
21552
21556
21558
21561
21562
21566
21574
21577
21582
21586
21589
21592
21598
21605
21610
21614
21619
21630
21632
21635
21643
21666
21667
21672
21678
21681
21682
21691
21699
21712
21728
21757
21762
21772
21773
21779
21782
21785
21789
21790
21794
21817
21831
21834
21836
21860
21865
21868
21878
21885
21889
21894
21896
21898
21905
21913
21922
21934
21954
21962
21972
21974
21987
21996
22004
22005
22007
22009
22011
22018
22020
22023
22024
22028
22045
22047
22049
22058
22085
22090
22091
22093
22095
22096
22103
22107
22109
22110
22127
22137
22139
22140
22143
22162
22165
22177
22183
22202
22210
22215
22219
22220
22224
22226
22231
22239
22248
22249
22253
22254
22267
22271
22278
22279
22283
22287
22292
22296
22312
22317
22325
22333
22335
22343
22350
22359
22362
22363
22369
22376
22384
22387
22396
22398
22405
22406
22409
22410
22415
22418
22442
22444
22445
22452
22458
22465
22472
22474
22475
22477
22479
22480
22513
22514
22525
22528
22530
22542
22546
22551
22553
22554
22557
22562
22567
22569
22572
22579
22592
22597
22598
22603
22604
22611
22633
22637
22638
22643
22652
22660
22662
22664
22672
22676
22679
22682
22692
22693
22696
22697
22707
22708
22719
22723
22726
22727
22734
22744
22762
22770
22773
22775
22777
22782
22783
22784
22788
22796
22797
22800
22802
22803
22813
22817
22822
22826
22831
22834
22838
22839
22841
22847
22850
22854
22859
22867
22868
22872
22880
22884
22889
22891
22904
22912
22913
22914
22917
22921
22930
22935
22943
22945
22948
22954
22958
22961
22977
22980
23006
23023
23029
23032
23039
23043
23062
23063
23064
23091
23108
23112
23116
23119
23126
23129
23136
23138
23144
23149
23161
23166
23168
23174
23184
23193
23197
23206
23225
23227
23235
23245
23247
23250
23253
23255
23257
23264
23265
23266
23298
23303
23308
23312
23314
23319
23324
23327
23331
23332
23340
23351
23353
23367
23368
23372
23375
23378
23386
23389
23393
23395
23405
23412
23422
23423
23426
23427
23432
23439
23446
23447
23457
23470
23471
23472
23473
23476
23478
23487
23498
23505
23507
23511
23517
23519
23524
23529
23532
23557
23585
23588
23593
23598
23608
23614
23619
23638
23641
23642
23644
23650
23653
23661
23666
23675
23684
23697
23698
23702
23703
23705
23710
23721
23730
23731
23740
23746
23754
23760
23762
23763
23764
23791
23792
23793
23795
23796
23802
23809
23815
23816
23828
23878
23879
23883
23886
23889
23900
23904
23908
23914
23915
23917
23924
23932
23947
23951
23958
23966
23967
23969
23973
23978
23979
23980
23985
23986
24002
24003
24005
24018
24024
24027
24042
24043
24045
24046
24047
24068
24075
24088
24106
24107
24119
24123
24126
24133
24137
24138
24140
24147
24159
24168
24169
24175
24184
24190
24192
24194
24207
24208
24219
24221
24243
24245
24247
24250
24261
24264
24272
24274
24277
24295
24330
24334
24340
24343
24348
24353
24362
24364
24365
24380
24398
24404
24407
24409
24412
24420
24424
24427
24428
24438
24448
24458
24462
24469
24498
24500
24504
24507
24508
24509
24511
24526
24529
24539
24540
24545
24560
24565
24567
24571
24574
24575
24583
24588
24589
24599
24604
24611
24617
24620
24622
24627
24643
24644
24647
24653
24658
24662
24668
24673
24687
24703
24707
24708
24710
24717
24721
24723
24731
24739
24748
24751
24752
24755
24757
24759
24763
24768
24771
24773
24776
24784
24785
24787
24788
24791
24812
24836
24839
24844
24848
24860
24862
24867
24871
24872
24876
24879
24880
24886
24887
24888
24889
24899
24900
24902
24905
24906
24911
24917
24935
24937
24944
24956
24964
24968
24970
24971
24989
24991
24996
25004
25006
25032
25039
25050
25052
25054
25064
25067
25068
25071
25074
25076
25081
25088
25095
25096
25099
25100
25123
25131
25141
25143
25154
25161
25167
25169
25175
25180
25192
25195
25200
25212
25216
25217
25222
25223
25231
25234
25241
25246
25247
25250
25258
25269
25275
25288
25290
25299
25305
25316
25325
25342
25348
25349
25354
25360
25365
25371
25376
25381
25384
25397
25399
25401
25405
25410
25427
25431
25440
25446
25448
25451
25452
25456
25457
25458
25464
25467
25469
25475
25482
25485
25486
25487
25492
25495
25501
25503
25504
25513
25515
25526
25528
25529
25537
25539
25545
25552
25560
25561
25562
25575
25579
25584
25601
25604
25607
25615
25629
25638
25650
25653
25655
25657
25667
25677
25680
25687
25688
25690
25692
25707
25719
25723
25727
25736
25739
25743
25762
25764
25767
25768
25773
25779
25791
25795
25805
25809
25822
25828
25830
25832
25838
25847
25850
25856
25862
25864
25873
25875
25878
25879
25890
25909
25910
25915
25918
25922
25926
25938
25947
25953
25955
25959
25960
25964
25967
25969
25972
25978
25984
25996
26002
26005
26018
26033
26040
26047
26049
26053
26055
26072
26080
26092
26093
26105
26119
26123
26129
26130
26134
26137
26149
26155
26156
26161
26172
26184
26185
26198
26199
26203
26208
26213
26215
26216
26217
26218
26220
26227
26228
26235
26239
26240
26255
26267
26268
26271
26275
26289
26294
26304
26312
26313
26314
26316
26317
26330
26336
26340
26341
26342
26343
26356
26361
26365
26374
26377
26378
26379
26385
26404
26406
26409
26418
26420
26422
26428
26430
26433
26434
26436
26446
26463
26466
26469
26471
26484
26488
26489
26491
26501
26504
26523
26529
26536
26544
26553
26565
26573
26581
26584
26589
26612
26616
26617
26632
26636
26637
26638
26642
26647
26653
26654
26662
26666
26671
26673
26675
26682
26697
26698
26699
26700
26702
26719
26721
26726
26738
26744
26745
26755
26773
26777
26784
26785
26799
26802
26803
26804
26806
26811
26812
26815
26817
