SEQN,FIAINTRP,INDHHINC,SDMVPSU,DMDMARTL,MIALANG,DMDHRAGE,AIALANG,FIALANG,RIDAGEYR,DMDHRBRN,DMDYRSUS,DMDHHSIZ,WTINT2YR,MIAPROXY,SDDSRVYR,DMDHRGND,DMDBORN,RIDEXPRG,SIAPROXY,FIAPROXY,MIAINTRP,RIDAGEMN,INDFMINC,DMDHSEDU,INDFMPIR,RIDSTATR,RIAGENDR,DMDEDUC3,RIDRETH1,SDMVSTRA,SIAINTRP,DMQMILIT,RIDEXMON,DMDEDUC2,RIDAGEEX,DMDSCHOL,DMDCITZN,WTMEC2YR,DMDHRMAR,SIALANG,DMDHREDU,SourceYear
23324.0,2.0,6.0,1.0,1.0,1.0,65.0,,1.0,68.0,1.0,,2.0,47787.485047,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,817.0,6.0,3.0,2.56,2.0,1.0,,3.0,29.0,2.0,1.0,2.0,3.0,818.0,,1.0,49913.605577,1.0,1.0,3.0,2003
23327.0,2.0,,2.0,2.0,1.0,83.0,,1.0,83.0,1.0,,2.0,21972.302987,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,1007.0,13.0,,,2.0,2.0,,3.0,34.0,2.0,2.0,2.0,2.0,1008.0,,1.0,26051.77526,2.0,1.0,2.0,2003
23331.0,2.0,11.0,1.0,1.0,1.0,56.0,1.0,1.0,56.0,1.0,,2.0,45689.637388,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,678.0,11.0,,5.0,2.0,2.0,,4.0,42.0,2.0,2.0,2.0,5.0,679.0,,1.0,47097.582026,1.0,1.0,5.0,2003
23332.0,2.0,2.0,2.0,1.0,1.0,37.0,1.0,1.0,51.0,1.0,,2.0,27179.101735,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,616.0,2.0,4.0,0.77,2.0,1.0,,4.0,37.0,2.0,1.0,2.0,4.0,617.0,,1.0,28081.834175,1.0,1.0,3.0,2003
23340.0,2.0,7.0,1.0,1.0,1.0,61.0,,1.0,61.0,1.0,,2.0,47864.571074,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,737.0,7.0,3.0,2.89,2.0,1.0,,3.0,31.0,2.0,1.0,1.0,4.0,738.0,,1.0,52200.998141,1.0,1.0,4.0,2003
23351.0,2.0,,2.0,1.0,1.0,51.0,1.0,1.0,51.0,1.0,,4.0,73250.391384,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,620.0,12.0,3.0,,2.0,1.0,,3.0,29.0,2.0,2.0,2.0,3.0,622.0,,1.0,76728.917955,1.0,1.0,3.0,2003
23353.0,2.0,2.0,2.0,1.0,1.0,54.0,,1.0,60.0,1.0,,3.0,24915.74853,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,730.0,2.0,3.0,0.51,2.0,2.0,,3.0,30.0,2.0,2.0,2.0,3.0,730.0,,1.0,25366.194333,1.0,1.0,2.0,2003
23367.0,2.0,4.0,1.0,1.0,1.0,65.0,,1.0,69.0,1.0,,2.0,23295.760141,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,828.0,4.0,3.0,1.28,2.0,1.0,,3.0,40.0,2.0,1.0,1.0,3.0,829.0,,1.0,24722.914606,1.0,1.0,3.0,2003
23368.0,2.0,8.0,1.0,1.0,1.0,32.0,1.0,1.0,57.0,,,3.0,25598.947354,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,693.0,8.0,3.0,4.13,2.0,1.0,,4.0,38.0,2.0,1.0,1.0,5.0,694.0,,1.0,26787.723875,1.0,1.0,,2003
23372.0,2.0,6.0,2.0,1.0,1.0,85.0,,1.0,84.0,1.0,,2.0,16352.971884,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,1013.0,6.0,5.0,2.0,2.0,2.0,,3.0,30.0,2.0,2.0,2.0,5.0,1014.0,,1.0,18727.96927,1.0,1.0,3.0,2003
23375.0,2.0,7.0,1.0,1.0,1.0,75.0,,1.0,75.0,1.0,,2.0,30400.452339,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,910.0,7.0,3.0,2.89,2.0,1.0,,3.0,35.0,2.0,2.0,1.0,3.0,912.0,,1.0,32219.901802,1.0,1.0,3.0,2003
23378.0,2.0,9.0,1.0,5.0,1.0,75.0,,1.0,75.0,1.0,,1.0,43347.856671,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,903.0,9.0,,5.0,2.0,2.0,,3.0,35.0,2.0,1.0,1.0,5.0,904.0,,1.0,46582.031262,5.0,1.0,5.0,2003
23386.0,2.0,5.0,1.0,4.0,2.0,50.0,2.0,1.0,53.0,3.0,6.0,2.0,25048.199359,2.0,3.0,2.0,3.0,,2.0,2.0,2.0,636.0,5.0,,1.68,2.0,1.0,,2.0,43.0,2.0,2.0,1.0,1.0,638.0,,2.0,25489.242228,4.0,1.0,2.0,2003
23389.0,2.0,5.0,1.0,2.0,1.0,61.0,,1.0,61.0,1.0,,3.0,12864.401287,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,736.0,5.0,,1.38,2.0,2.0,,4.0,30.0,2.0,2.0,2.0,2.0,737.0,,1.0,12611.521584,2.0,1.0,2.0,2003
23393.0,2.0,6.0,2.0,1.0,1.0,69.0,,1.0,69.0,1.0,,2.0,3070.329298,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,832.0,6.0,2.0,2.08,2.0,1.0,,1.0,40.0,2.0,1.0,1.0,4.0,833.0,,1.0,3368.482556,1.0,1.0,4.0,2003
23395.0,2.0,8.0,2.0,2.0,1.0,82.0,,1.0,82.0,3.0,9.0,1.0,15608.635191,2.0,3.0,1.0,3.0,,2.0,2.0,2.0,993.0,8.0,,5.0,2.0,1.0,,3.0,30.0,2.0,1.0,2.0,5.0,993.0,,1.0,18003.764433,2.0,1.0,5.0,2003
23405.0,2.0,5.0,2.0,1.0,1.0,71.0,,1.0,73.0,1.0,,2.0,16256.777478,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,878.0,5.0,3.0,1.92,2.0,1.0,,3.0,36.0,2.0,1.0,1.0,3.0,879.0,,1.0,17706.000863,1.0,1.0,3.0,2003
23412.0,2.0,4.0,1.0,1.0,1.0,71.0,,1.0,71.0,2.0,8.0,3.0,4340.596301,2.0,3.0,1.0,2.0,,2.0,2.0,2.0,863.0,4.0,2.0,1.18,2.0,1.0,,1.0,42.0,2.0,2.0,2.0,1.0,864.0,,1.0,4441.239653,1.0,2.0,1.0,2003
23422.0,2.0,9.0,2.0,1.0,1.0,66.0,,1.0,64.0,1.0,,2.0,49508.108618,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,771.0,9.0,4.0,4.56,2.0,2.0,,3.0,35.0,2.0,2.0,1.0,4.0,771.0,,1.0,55634.2759,1.0,1.0,3.0,2003
23423.0,2.0,11.0,1.0,1.0,,51.0,,1.0,51.0,1.0,,4.0,67147.155478,,3.0,1.0,1.0,,2.0,2.0,,617.0,11.0,5.0,5.0,2.0,1.0,,3.0,43.0,2.0,2.0,1.0,5.0,619.0,,1.0,70335.850584,1.0,1.0,5.0,2003
23426.0,2.0,6.0,1.0,3.0,1.0,77.0,,1.0,62.0,1.0,,2.0,2671.781612,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,755.0,4.0,,1.61,2.0,2.0,,1.0,34.0,2.0,2.0,1.0,1.0,756.0,,1.0,2686.337576,3.0,1.0,1.0,2003
23427.0,2.0,10.0,2.0,1.0,1.0,79.0,,1.0,66.0,1.0,,3.0,13797.892781,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,792.0,10.0,2.0,4.47,2.0,2.0,,4.0,33.0,2.0,2.0,2.0,2.0,792.0,,1.0,14853.623471,1.0,1.0,4.0,2003
23432.0,2.0,6.0,1.0,1.0,2.0,69.0,,1.0,68.0,1.0,8.0,2.0,3300.106301,2.0,3.0,2.0,2.0,,2.0,2.0,2.0,820.0,6.0,1.0,2.29,2.0,1.0,,1.0,34.0,2.0,2.0,1.0,1.0,821.0,,2.0,3801.395997,1.0,1.0,4.0,2003
23439.0,2.0,4.0,1.0,4.0,2.0,69.0,,2.0,69.0,3.0,7.0,3.0,27276.808803,2.0,3.0,2.0,3.0,,2.0,2.0,2.0,837.0,1.0,,0.53,2.0,2.0,,2.0,43.0,2.0,2.0,1.0,1.0,838.0,,2.0,31014.800189,4.0,2.0,1.0,2003
23446.0,2.0,4.0,2.0,3.0,1.0,39.0,,1.0,63.0,,,3.0,31622.776252,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,766.0,4.0,,1.08,2.0,2.0,,3.0,31.0,2.0,2.0,2.0,1.0,767.0,,1.0,34249.320231,3.0,1.0,,2003
23447.0,2.0,5.0,1.0,1.0,1.0,60.0,,1.0,60.0,1.0,,2.0,4727.686937,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,731.0,5.0,4.0,2.02,2.0,2.0,,1.0,34.0,2.0,2.0,1.0,4.0,731.0,,1.0,4734.929231,1.0,1.0,4.0,2003
23457.0,2.0,,2.0,2.0,2.0,72.0,,2.0,72.0,1.0,,3.0,4981.254097,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,866.0,12.0,,,2.0,2.0,,1.0,38.0,2.0,2.0,1.0,1.0,868.0,,1.0,5167.559361,2.0,2.0,1.0,2003
23470.0,2.0,7.0,1.0,1.0,1.0,69.0,,1.0,69.0,1.0,,2.0,50774.539173,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,835.0,7.0,3.0,3.14,2.0,1.0,,3.0,32.0,2.0,1.0,2.0,5.0,836.0,,1.0,56288.301639,1.0,1.0,5.0,2003
23471.0,2.0,11.0,1.0,1.0,1.0,56.0,,1.0,61.0,3.0,7.0,2.0,44264.970575,2.0,3.0,1.0,3.0,,2.0,2.0,2.0,734.0,11.0,5.0,5.0,2.0,2.0,,5.0,39.0,2.0,2.0,1.0,5.0,735.0,,1.0,47614.649329,1.0,1.0,4.0,2003
23472.0,2.0,3.0,2.0,2.0,1.0,81.0,,1.0,81.0,1.0,,1.0,23916.797129,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,980.0,3.0,,1.24,2.0,2.0,,3.0,32.0,2.0,2.0,2.0,3.0,981.0,,1.0,28157.683468,2.0,1.0,3.0,2003
23473.0,2.0,2.0,2.0,3.0,1.0,71.0,,1.0,71.0,1.0,,1.0,16256.777478,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,861.0,2.0,,0.64,2.0,1.0,,3.0,36.0,2.0,2.0,1.0,3.0,862.0,,1.0,17706.000863,3.0,1.0,3.0,2003
23476.0,2.0,2.0,1.0,2.0,2.0,80.0,,1.0,80.0,2.0,9.0,1.0,5524.433961,2.0,3.0,2.0,2.0,,2.0,2.0,2.0,967.0,2.0,,0.76,2.0,2.0,,1.0,34.0,2.0,2.0,1.0,1.0,968.0,,2.0,5571.899012,2.0,2.0,1.0,2003
23478.0,2.0,2.0,2.0,3.0,1.0,51.0,1.0,1.0,51.0,1.0,,1.0,42149.101066,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,622.0,2.0,,0.75,2.0,2.0,,5.0,31.0,2.0,2.0,2.0,4.0,623.0,,1.0,42944.872591,3.0,1.0,4.0,2003
23487.0,2.0,11.0,1.0,2.0,1.0,72.0,,1.0,72.0,1.0,,1.0,36061.110888,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,871.0,11.0,,5.0,2.0,1.0,,3.0,32.0,2.0,2.0,2.0,5.0,872.0,,1.0,39275.807359,2.0,1.0,5.0,2003
23498.0,2.0,6.0,2.0,2.0,1.0,68.0,,1.0,68.0,1.0,,4.0,4547.035486,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,816.0,3.0,,1.12,2.0,2.0,,1.0,38.0,2.0,2.0,1.0,3.0,816.0,,1.0,4839.821991,2.0,1.0,3.0,2003
23505.0,2.0,3.0,2.0,1.0,1.0,79.0,,1.0,77.0,1.0,,2.0,51510.407932,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,927.0,3.0,1.0,1.12,2.0,2.0,,3.0,31.0,2.0,2.0,2.0,1.0,928.0,,1.0,58511.441927,1.0,1.0,2.0,2003
23507.0,,,2.0,1.0,1.0,64.0,,,64.0,1.0,,2.0,10653.99903,2.0,3.0,1.0,1.0,,2.0,,2.0,772.0,,,,2.0,1.0,,4.0,29.0,2.0,1.0,2.0,4.0,773.0,,1.0,12934.052493,1.0,1.0,4.0,2003
23511.0,2.0,9.0,2.0,1.0,2.0,52.0,2.0,1.0,52.0,3.0,5.0,6.0,39529.998726,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,628.0,9.0,2.0,2.99,2.0,2.0,,2.0,43.0,2.0,2.0,1.0,4.0,629.0,,2.0,42129.377505,1.0,2.0,4.0,2003
23517.0,2.0,5.0,1.0,5.0,1.0,57.0,1.0,1.0,57.0,1.0,,1.0,85780.667206,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,684.0,5.0,,2.23,2.0,2.0,,3.0,32.0,2.0,2.0,2.0,5.0,684.0,,1.0,93639.883815,5.0,1.0,5.0,2003
23519.0,2.0,10.0,1.0,1.0,1.0,67.0,,1.0,67.0,1.0,,3.0,47787.485047,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,811.0,10.0,4.0,4.59,2.0,1.0,,3.0,29.0,2.0,1.0,2.0,4.0,812.0,,1.0,49913.605577,1.0,1.0,4.0,2003
23524.0,2.0,2.0,2.0,3.0,1.0,76.0,,1.0,76.0,3.0,8.0,1.0,33963.639867,2.0,3.0,2.0,3.0,,2.0,2.0,2.0,920.0,2.0,,0.98,2.0,2.0,,3.0,39.0,2.0,2.0,1.0,3.0,921.0,,1.0,38128.587383,3.0,1.0,3.0,2003
23529.0,2.0,3.0,2.0,3.0,1.0,80.0,,1.0,62.0,1.0,,6.0,13757.392934,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,746.0,3.0,,0.48,2.0,2.0,,4.0,35.0,2.0,2.0,1.0,4.0,746.0,,1.0,13486.959404,2.0,1.0,7.0,2003
23532.0,2.0,11.0,2.0,1.0,1.0,67.0,,1.0,67.0,1.0,,2.0,43971.085379,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,815.0,11.0,5.0,5.0,2.0,2.0,,3.0,30.0,2.0,2.0,2.0,5.0,816.0,,1.0,45999.318869,1.0,1.0,5.0,2003
23557.0,2.0,11.0,2.0,1.0,1.0,55.0,1.0,1.0,56.0,1.0,,2.0,67706.703361,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,673.0,11.0,4.0,5.0,2.0,2.0,,3.0,30.0,2.0,2.0,2.0,4.0,674.0,,1.0,68985.000292,1.0,1.0,3.0,2003
23585.0,2.0,8.0,1.0,2.0,1.0,79.0,,1.0,79.0,1.0,,2.0,18455.301068,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,953.0,8.0,,5.0,2.0,2.0,,4.0,36.0,2.0,2.0,2.0,3.0,955.0,,1.0,20311.972879,2.0,1.0,3.0,2003
23588.0,2.0,7.0,1.0,5.0,2.0,62.0,,1.0,61.0,1.0,,3.0,3915.998375,2.0,3.0,1.0,1.0,,1.0,1.0,2.0,733.0,7.0,,2.49,2.0,2.0,,1.0,34.0,2.0,2.0,1.0,1.0,734.0,,1.0,4049.798932,5.0,1.0,1.0,2003
23593.0,2.0,,2.0,1.0,1.0,62.0,,1.0,60.0,1.0,,2.0,59586.186657,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,727.0,13.0,3.0,,2.0,2.0,,3.0,34.0,2.0,2.0,1.0,3.0,728.0,,1.0,60663.430941,1.0,1.0,1.0,2003
23598.0,1.0,,2.0,1.0,1.0,83.0,,1.0,80.0,3.0,5.0,4.0,15654.39041,2.0,3.0,1.0,3.0,,2.0,2.0,1.0,966.0,13.0,1.0,,2.0,2.0,,5.0,41.0,1.0,2.0,2.0,1.0,966.0,,2.0,19485.940478,1.0,1.0,1.0,2003
23608.0,2.0,7.0,1.0,2.0,1.0,66.0,,1.0,66.0,1.0,,2.0,38397.166041,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,800.0,6.0,,3.22,2.0,2.0,,3.0,43.0,2.0,2.0,1.0,5.0,801.0,,1.0,43514.876527,2.0,1.0,5.0,2003
23614.0,2.0,,2.0,1.0,1.0,75.0,,1.0,68.0,1.0,,2.0,50920.106741,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,827.0,13.0,4.0,,2.0,2.0,,3.0,39.0,2.0,2.0,2.0,4.0,827.0,,1.0,57706.919182,1.0,1.0,3.0,2003
23619.0,2.0,11.0,2.0,1.0,1.0,52.0,1.0,1.0,52.0,1.0,,2.0,76232.61503,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,629.0,11.0,4.0,5.0,2.0,2.0,,3.0,35.0,2.0,2.0,1.0,4.0,630.0,,1.0,83217.040003,1.0,1.0,4.0,2003
23638.0,2.0,3.0,1.0,1.0,2.0,48.0,,2.0,60.0,2.0,5.0,4.0,3300.106301,2.0,3.0,2.0,2.0,,2.0,2.0,2.0,730.0,3.0,1.0,0.65,2.0,1.0,,1.0,34.0,2.0,2.0,1.0,1.0,731.0,,2.0,3693.456825,1.0,2.0,1.0,2003
23641.0,2.0,7.0,2.0,3.0,1.0,50.0,1.0,1.0,50.0,1.0,,3.0,29974.791818,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,605.0,7.0,,2.23,2.0,2.0,,4.0,37.0,2.0,2.0,2.0,3.0,606.0,,1.0,31293.951889,3.0,1.0,3.0,2003
23642.0,2.0,8.0,2.0,1.0,1.0,37.0,1.0,1.0,52.0,1.0,,4.0,32056.538109,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,628.0,8.0,1.0,2.76,2.0,1.0,,4.0,36.0,2.0,2.0,1.0,1.0,629.0,,1.0,33545.195408,1.0,1.0,4.0,2003
23644.0,2.0,5.0,2.0,1.0,1.0,69.0,,1.0,60.0,1.0,,2.0,4727.686937,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,726.0,5.0,4.0,1.65,2.0,2.0,,1.0,38.0,2.0,2.0,1.0,4.0,727.0,,1.0,5032.105704,1.0,1.0,1.0,2003
23650.0,2.0,8.0,2.0,2.0,1.0,48.0,,1.0,73.0,,,4.0,13783.291491,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,884.0,6.0,3.0,1.72,2.0,1.0,,3.0,37.0,2.0,1.0,2.0,3.0,885.0,,1.0,16493.16909,1.0,1.0,,2003
23653.0,2.0,5.0,2.0,2.0,1.0,75.0,,1.0,75.0,1.0,,2.0,45695.98911,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,903.0,4.0,,1.72,2.0,2.0,,3.0,35.0,2.0,2.0,1.0,3.0,904.0,,1.0,51299.669901,2.0,1.0,3.0,2003
23661.0,2.0,5.0,2.0,1.0,1.0,79.0,,1.0,79.0,1.0,,2.0,28463.044382,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,952.0,5.0,4.0,1.6,2.0,1.0,,3.0,30.0,2.0,1.0,2.0,3.0,953.0,,1.0,34059.049257,1.0,1.0,3.0,2003
23666.0,2.0,6.0,1.0,1.0,2.0,56.0,2.0,2.0,54.0,2.0,3.0,3.0,19361.420761,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,650.0,6.0,1.0,2.1,2.0,2.0,,1.0,38.0,2.0,2.0,1.0,1.0,651.0,,2.0,19535.86269,1.0,2.0,1.0,2003
23675.0,2.0,11.0,1.0,1.0,1.0,63.0,,1.0,63.0,1.0,,3.0,12394.639039,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,763.0,11.0,2.0,5.0,2.0,2.0,,4.0,41.0,2.0,2.0,2.0,3.0,765.0,,1.0,13343.001301,1.0,1.0,3.0,2003
23684.0,2.0,3.0,1.0,1.0,2.0,83.0,,2.0,83.0,2.0,7.0,2.0,4289.956173,2.0,3.0,2.0,2.0,,2.0,2.0,2.0,996.0,3.0,1.0,0.99,2.0,2.0,,1.0,34.0,2.0,2.0,1.0,1.0,998.0,,2.0,4326.814788,1.0,2.0,1.0,2003
23697.0,2.0,7.0,2.0,1.0,2.0,71.0,,1.0,71.0,3.0,9.0,2.0,76890.241421,2.0,3.0,1.0,3.0,,2.0,2.0,2.0,860.0,7.0,,3.2,2.0,1.0,,2.0,29.0,2.0,2.0,2.0,3.0,861.0,,1.0,83744.683273,1.0,2.0,3.0,2003
23698.0,2.0,7.0,2.0,1.0,1.0,55.0,1.0,1.0,55.0,1.0,,2.0,76894.563087,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,660.0,7.0,3.0,3.2,2.0,1.0,,3.0,30.0,2.0,1.0,2.0,3.0,661.0,,1.0,77003.332029,1.0,1.0,3.0,2003
23702.0,1.0,,2.0,1.0,,83.0,,1.0,83.0,3.0,5.0,4.0,7105.166774,,3.0,1.0,3.0,,2.0,2.0,,1001.0,13.0,1.0,,2.0,1.0,,5.0,41.0,1.0,2.0,2.0,1.0,1002.0,,1.0,8056.467141,1.0,1.0,1.0,2003
23703.0,2.0,8.0,2.0,1.0,,19.0,,1.0,65.0,1.0,2.0,4.0,11740.382457,,3.0,2.0,3.0,,2.0,2.0,,786.0,6.0,,2.14,2.0,1.0,,4.0,41.0,2.0,2.0,2.0,3.0,787.0,,1.0,14252.931933,5.0,1.0,4.0,2003
23705.0,2.0,5.0,1.0,1.0,1.0,71.0,,1.0,70.0,1.0,,2.0,40585.316117,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,849.0,5.0,3.0,1.76,2.0,2.0,,3.0,33.0,2.0,2.0,2.0,3.0,849.0,,1.0,42415.396542,1.0,1.0,2.0,2003
23710.0,2.0,11.0,2.0,2.0,1.0,60.0,,1.0,60.0,1.0,,1.0,50920.106741,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,721.0,11.0,,5.0,2.0,2.0,,3.0,34.0,2.0,2.0,2.0,3.0,722.0,,1.0,54773.401965,2.0,1.0,3.0,2003
23721.0,2.0,6.0,1.0,1.0,2.0,59.0,2.0,2.0,52.0,2.0,2.0,7.0,16837.207035,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,632.0,6.0,1.0,1.36,2.0,2.0,,1.0,38.0,2.0,2.0,1.0,1.0,632.0,,2.0,18127.720539,1.0,2.0,1.0,2003
23730.0,2.0,,2.0,1.0,1.0,69.0,,1.0,69.0,1.0,,4.0,50864.443268,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,836.0,7.0,3.0,3.52,2.0,1.0,,3.0,31.0,2.0,1.0,2.0,5.0,836.0,,1.0,56405.943288,1.0,1.0,5.0,2003
23731.0,2.0,3.0,2.0,3.0,1.0,53.0,1.0,1.0,53.0,1.0,,1.0,91750.845575,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,646.0,3.0,,1.29,2.0,2.0,,3.0,34.0,2.0,2.0,2.0,1.0,647.0,,1.0,97261.242503,3.0,1.0,1.0,2003
23740.0,2.0,,1.0,2.0,2.0,67.0,,2.0,67.0,2.0,2.0,2.0,3260.756979,2.0,3.0,2.0,2.0,,2.0,2.0,2.0,813.0,99.0,,,2.0,2.0,,1.0,43.0,2.0,2.0,1.0,1.0,813.0,,2.0,3278.521703,2.0,1.0,1.0,2003
23746.0,2.0,2.0,2.0,3.0,1.0,52.0,1.0,1.0,52.0,1.0,,1.0,38452.82438,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,631.0,2.0,,0.64,2.0,1.0,,3.0,34.0,2.0,1.0,1.0,3.0,632.0,,1.0,38507.216692,3.0,1.0,3.0,2003
23754.0,2.0,2.0,2.0,3.0,1.0,58.0,1.0,1.0,58.0,1.0,,1.0,99870.567109,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,700.0,2.0,,0.85,2.0,2.0,,3.0,32.0,2.0,2.0,2.0,3.0,701.0,,1.0,101756.115114,3.0,1.0,3.0,2003
23760.0,2.0,5.0,1.0,1.0,1.0,50.0,1.0,1.0,50.0,3.0,6.0,5.0,42343.360799,2.0,3.0,1.0,3.0,,2.0,2.0,2.0,611.0,5.0,5.0,1.11,2.0,1.0,,3.0,31.0,2.0,2.0,2.0,5.0,612.0,,2.0,43638.077566,1.0,1.0,5.0,2003
23762.0,2.0,9.0,2.0,1.0,1.0,84.0,,1.0,84.0,1.0,,2.0,18075.363916,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,1011.0,9.0,3.0,4.8,2.0,1.0,,3.0,39.0,2.0,1.0,1.0,5.0,1011.0,,1.0,20842.366331,1.0,1.0,5.0,2003
23763.0,2.0,11.0,1.0,1.0,1.0,70.0,,1.0,70.0,1.0,,2.0,27551.462529,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,851.0,11.0,4.0,5.0,2.0,1.0,,2.0,33.0,2.0,1.0,2.0,5.0,852.0,,1.0,30502.693888,1.0,1.0,5.0,2003
23764.0,2.0,11.0,2.0,1.0,1.0,65.0,,1.0,62.0,1.0,,2.0,55807.586629,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,752.0,11.0,5.0,5.0,2.0,2.0,,3.0,31.0,2.0,2.0,2.0,5.0,752.0,,1.0,60017.425495,1.0,1.0,3.0,2003
23791.0,2.0,6.0,1.0,1.0,1.0,74.0,,1.0,72.0,1.0,,2.0,51419.362079,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,864.0,6.0,3.0,2.06,2.0,2.0,,3.0,32.0,2.0,2.0,2.0,3.0,864.0,,1.0,55255.750014,1.0,1.0,4.0,2003
23792.0,2.0,3.0,1.0,2.0,2.0,76.0,,2.0,76.0,1.0,,1.0,4441.783781,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,919.0,3.0,,1.34,2.0,2.0,,1.0,38.0,2.0,2.0,1.0,1.0,919.0,,1.0,4479.946875,2.0,2.0,1.0,2003
23793.0,2.0,8.0,2.0,1.0,1.0,75.0,,1.0,75.0,1.0,,2.0,42473.381395,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,906.0,8.0,3.0,3.71,2.0,1.0,,3.0,32.0,2.0,1.0,2.0,5.0,907.0,,1.0,47037.994025,1.0,1.0,5.0,2003
23795.0,2.0,8.0,2.0,1.0,1.0,69.0,,1.0,69.0,1.0,,2.0,45122.939984,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,831.0,8.0,4.0,4.0,2.0,1.0,,3.0,35.0,2.0,1.0,1.0,4.0,831.0,,1.0,47887.280143,1.0,1.0,4.0,2003
23796.0,2.0,7.0,1.0,4.0,1.0,68.0,,1.0,68.0,1.0,,2.0,12864.401287,2.0,3.0,2.0,1.0,,2.0,2.0,2.0,826.0,7.0,,2.89,2.0,2.0,,4.0,30.0,2.0,2.0,2.0,2.0,827.0,,1.0,13349.369391,4.0,1.0,2.0,2003
23802.0,2.0,11.0,1.0,3.0,1.0,50.0,1.0,1.0,50.0,1.0,,2.0,28002.094691,2.0,3.0,1.0,1.0,,2.0,2.0,2.0,607.0,11.0,,5.0,2.0,1.0,,4.0,32.0,2.0,2.0,2.0,4.0,608.0,,1.0,28932.162193,3.0,1.0,4.0,2003
23809.0,2.0,11.0,1.0,4.0,1.0,55.0,1.0,1.0,55.0,1.0,,1.0,28164.040394,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,660.0,11.0,,5.0,2.0,2.0,,4.0,36.0,2.0,2.0,1.0,5.0,660.0,,1.0,29031.926679,4.0,1.0,5.0,2003
23815.0,2.0,4.0,1.0,1.0,2.0,65.0,,2.0,65.0,2.0,6.0,4.0,3831.896499,2.0,3.0,1.0,2.0,,2.0,2.0,2.0,784.0,4.0,1.0,0.95,2.0,1.0,,1.0,34.0,2.0,2.0,1.0,1.0,785.0,,1.0,4288.632846,1.0,2.0,1.0,2003
